setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,total,positiu
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,80 o més,4,1,0
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Home,0,4,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,15 a 19,4,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,45 a 49,3,1,1
24,2024,10/06/2024,16/06/2024,70,Penedès,70,Penedès,Home,45 a 49,4,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,45 a 49,1,1,1
25,2023,19/06/2023,25/06/2023,64,Girona,64,Girona,Home,40 a 44,4,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,70 a 74,3,1,0
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,5 a 9,4,2,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,60 a 64,2,1,0
3,2024,15/01/2024,21/01/2024,70,Penedès,70,Penedès,Dona,40 a 44,-1,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,50 a 54,4,1,1
23,2024,03/06/2024,09/06/2024,67,Catalunya Central,67,Catalunya Central,Home,20 a 24,3,1,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Home,45 a 49,2,2,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,35 a 39,2,1,1
4,2024,22/01/2024,28/01/2024,00,No disponible,00,No disponible,No disponible,No disponible,-1,1,0
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,65 a 69,3,2,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,55 a 59,3,2,2
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,35 a 39,3,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,75 a 79,3,2,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,50 a 54,3,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,65 a 69,3,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,40 a 44,4,1,0
24,2024,10/06/2024,16/06/2024,70,Penedès,70,Penedès,Dona,50 a 54,4,1,0
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,40 a 44,3,2,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,20 a 24,3,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,60 a 64,1,1,1
24,2024,10/06/2024,16/06/2024,70,Penedès,70,Penedès,Dona,55 a 59,3,1,0
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,30 a 34,4,1,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,65 a 69,2,2,2
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,50 a 54,2,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Home,45 a 49,4,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,50 a 54,4,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,0,2,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Home,35 a 39,4,2,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,65 a 69,4,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,35 a 39,3,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Home,35 a 39,3,1,0
29,2023,17/07/2023,23/07/2023,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,45 a 49,3,1,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,30 a 34,2,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,25 a 29,3,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,80 o més,3,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,75 a 79,3,1,0
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,0,4,1,0
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Home,25 a 29,3,1,1
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Home,55 a 59,3,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,70 a 74,2,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Home,10 a 14,3,1,0
9,2024,26/02/2024,03/03/2024,00,No disponible,00,No disponible,No disponible,No disponible,-1,2,2
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,55 a 59,1,3,2
9,2024,26/02/2024,03/03/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,35 a 39,3,2,2
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,20 a 24,4,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Home,0,3,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,25 a 29,3,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,5 a 9,4,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,75 a 79,4,2,0
35,2022,29/08/2022,04/09/2022,61,Lleida,61,Lleida,Home,3 i 4,4,1,0
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Home,40 a 44,3,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,45 a 49,3,1,0
36,2022,05/09/2022,11/09/2022,00,No disponible,00,No disponible,No disponible,No disponible,-1,5,3
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,60 a 64,3,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,5 a 9,3,4,2
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Home,35 a 39,3,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,0,4,1,0
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Home,15 a 19,3,1,0
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,40 a 44,4,2,2
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,20 a 24,3,1,0
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,55 a 59,3,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,1 i 2,4,1,1
39,2023,25/09/2023,01/10/2023,00,No disponible,00,No disponible,No disponible,No disponible,-1,3,2
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,80 o més,3,1,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,45 a 49,3,1,1
24,2024,10/06/2024,16/06/2024,71,Alt Pirineu i Aran,71,Alt Pirineu i Aran,Home,40 a 44,3,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,0,3,1,1
24,2024,10/06/2024,16/06/2024,70,Penedès,70,Penedès,Home,3 i 4,3,1,1
19,2023,08/05/2023,14/05/2023,70,Penedès,70,Penedès,Dona,30 a 34,4,1,1
45,2022,07/11/2022,13/11/2022,64,Girona,64,Girona,Home,15 a 19,3,2,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,20 a 24,3,1,0
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,55 a 59,4,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,5 a 9,4,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,15 a 19,2,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,30 a 34,3,1,0
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Home,35 a 39,4,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,25 a 29,3,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,0,4,1,1
24,2024,10/06/2024,16/06/2024,70,Penedès,70,Penedès,Dona,40 a 44,4,2,1
24,2024,10/06/2024,16/06/2024,71,Alt Pirineu i Aran,71,Alt Pirineu i Aran,Home,55 a 59,3,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,0,3,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,60 a 64,4,2,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,40 a 44,2,1,1
24,2024,10/06/2024,16/06/2024,71,Alt Pirineu i Aran,71,Alt Pirineu i Aran,Dona,50 a 54,3,1,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Home,70 a 74,2,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,75 a 79,4,1,0
3,2023,16/01/2023,22/01/2023,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,80 o més,3,4,1
24,2022,13/06/2022,19/06/2022,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,45 a 49,3,1,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,30 a 34,3,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,55 a 59,3,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,30 a 34,4,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,5 a 9,3,2,0
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,45 a 49,2,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,5 a 9,3,2,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,15 a 19,2,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,20 a 24,4,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,55 a 59,2,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,65 a 69,4,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,80 o més,4,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,1 i 2,4,1,1
24,2024,10/06/2024,16/06/2024,71,Alt Pirineu i Aran,71,Alt Pirineu i Aran,Dona,35 a 39,3,1,0
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,75 a 79,2,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,10 a 14,3,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Home,10 a 14,3,2,2
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,45 a 49,4,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,60 a 64,4,1,0
23,2024,03/06/2024,09/06/2024,67,Catalunya Central,67,Catalunya Central,Dona,0,4,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,25 a 29,4,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,15 a 19,2,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,70 a 74,1,1,1
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,40 a 44,3,2,2
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,80 o més,3,2,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,30 a 34,2,1,1
35,2022,29/08/2022,04/09/2022,00,No disponible,00,No disponible,No disponible,No disponible,-1,4,4
22,2024,27/05/2024,02/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,1 i 2,4,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,0,2,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Home,1 i 2,3,2,2
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,50 a 54,2,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,75 a 79,3,2,2
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,60 a 64,3,1,0
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Home,5 a 9,3,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,15 a 19,3,2,2
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,20 a 24,3,1,1
50,2022,12/12/2022,18/12/2022,70,Penedès,70,Penedès,Dona,0,-1,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,50 a 54,3,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,40 a 44,2,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,70 a 74,3,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,40 a 44,3,2,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,40 a 44,1,1,0
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Home,3 i 4,3,2,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,50 a 54,3,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,50 a 54,1,1,0
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,65 a 69,3,1,0
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,50 a 54,4,1,0
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,60 a 64,3,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,1 i 2,3,3,3
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Home,3 i 4,3,1,0
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Home,80 o més,3,1,0
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,60 a 64,3,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,15 a 19,4,1,1
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Home,1 i 2,3,2,2
24,2024,10/06/2024,16/06/2024,70,Penedès,70,Penedès,Dona,45 a 49,3,1,1
24,2024,10/06/2024,16/06/2024,70,Penedès,70,Penedès,Dona,25 a 29,4,1,0
24,2024,10/06/2024,16/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,25 a 29,3,1,0
24,2022,13/06/2022,19/06/2022,70,Penedès,70,Penedès,Dona,45 a 49,4,1,1
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,45 a 49,1,1,1
24,2024,10/06/2024,16/06/2024,64,Girona,64,Girona,Dona,60 a 64,3,2,2
24,2024,10/06/2024,16/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,75 a 79,1,2,2
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,70 a 74,4,1,0
25,2023,19/06/2023,25/06/2023,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,40 a 44,4,1,0
24,2024,10/06/2024,16/06/2024,61,Lleida,61,Lleida,Dona,5 a 9,3,3,2
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,55 a 59,4,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,25 a 29,3,1,1
24,2024,10/06/2024,16/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,70 a 74,3,1,1
24,2024,10/06/2024,16/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Home,20 a 24,2,1,0
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,3 i 4,4,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,75 a 79,4,2,2
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,35 a 39,3,1,0
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,35 a 39,4,1,0
25,2024,17/06/2024,23/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,35 a 39,3,1,1
25,2024,17/06/2024,23/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Home,25 a 29,3,1,1
25,2024,17/06/2024,23/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,65 a 69,2,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,1 i 2,2,2,2
25,2024,17/06/2024,23/06/2024,61,Lleida,61,Lleida,Home,35 a 39,4,2,1
25,2024,17/06/2024,23/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,50 a 54,3,1,1
25,2024,17/06/2024,23/06/2024,71,Alt Pirineu i Aran,71,Alt Pirineu i Aran,Dona,60 a 64,3,1,1
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Dona,75 a 79,4,1,1
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Dona,40 a 44,4,1,1
19,2022,09/05/2022,15/05/2022,67,Catalunya Central,67,Catalunya Central,Home,35 a 39,2,1,1
24,2024,10/06/2024,16/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,55 a 59,3,3,2
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Home,75 a 79,3,1,0
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,25 a 29,3,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,75 a 79,3,2,0
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,25 a 29,3,1,0
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,40 a 44,4,2,2
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,40 a 44,2,1,1
27,2022,04/07/2022,10/07/2022,00,No disponible,00,No disponible,No disponible,No disponible,-1,4,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,60 a 64,3,2,1
25,2024,17/06/2024,23/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,40 a 44,2,1,1
25,2024,17/06/2024,23/06/2024,61,Lleida,61,Lleida,Home,15 a 19,4,1,1
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Dona,45 a 49,3,2,1
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,30 a 34,4,3,0
25,2024,17/06/2024,23/06/2024,61,Lleida,61,Lleida,Dona,50 a 54,4,2,1
25,2024,17/06/2024,23/06/2024,71,Alt Pirineu i Aran,71,Alt Pirineu i Aran,Home,50 a 54,3,1,1
41,2022,10/10/2022,16/10/2022,62,Camp de Tarragona,62,Camp de Tarragona,Dona,60 a 64,2,1,0
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Home,25 a 29,3,1,1
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,45 a 49,2,1,0
7,2024,12/02/2024,18/02/2024,64,Girona,64,Girona,Dona,75 a 79,3,1,0
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,60 a 64,3,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,60 a 64,4,1,1
41,2022,10/10/2022,16/10/2022,62,Camp de Tarragona,62,Camp de Tarragona,Dona,60 a 64,4,2,1
25,2024,17/06/2024,23/06/2024,64,Girona,64,Girona,Home,45 a 49,3,2,2
25,2024,17/06/2024,23/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,80 o més,2,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,20 a 24,3,1,0
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,75 a 79,3,1,1
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,25 a 29,4,2,1
25,2024,17/06/2024,23/06/2024,64,Girona,64,Girona,Home,40 a 44,3,1,0
25,2024,17/06/2024,23/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,45 a 49,2,2,2
25,2024,17/06/2024,23/06/2024,63,Terres de l'Ebre,63,Terres de l'Ebre,Dona,55 a 59,3,1,1
25,2024,17/06/2024,23/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,60 a 64,2,1,0
25,2024,17/06/2024,23/06/2024,61,Lleida,61,Lleida,Dona,0,3,1,1
45,2022,07/11/2022,13/11/2022,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,1 i 2,4,1,1
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,50 a 54,3,1,1
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Dona,30 a 34,4,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,30 a 34,4,1,0
24,2024,10/06/2024,16/06/2024,67,Catalunya Central,67,Catalunya Central,Home,5 a 9,4,1,1
22,2024,27/05/2024,02/06/2024,61,Lleida,61,Lleida,Dona,1 i 2,4,1,1
25,2024,17/06/2024,23/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,35 a 39,2,1,0
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Home,20 a 24,3,1,1
25,2024,17/06/2024,23/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,35 a 39,3,1,0
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Dona,1 i 2,3,1,1
25,2024,17/06/2024,23/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Home,35 a 39,2,2,0
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,25 a 29,3,2,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,0,4,1,0
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Home,35 a 39,3,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,15 a 19,4,1,0
25,2024,17/06/2024,23/06/2024,64,Girona,64,Girona,Home,75 a 79,3,1,0
52,2022,26/12/2022,01/01/2023,70,Penedès,70,Penedès,Home,30 a 34,3,1,0
25,2024,17/06/2024,23/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Dona,65 a 69,1,1,0
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Home,40 a 44,3,1,1
25,2024,17/06/2024,23/06/2024,70,Penedès,70,Penedès,Dona,60 a 64,3,1,1
25,2024,17/06/2024,23/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,1 i 2,3,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Home,70 a 74,3,1,1
25,2024,17/06/2024,23/06/2024,64,Girona,64,Girona,Dona,70 a 74,3,1,1
25,2024,17/06/2024,23/06/2024,76,Barcelona Metropolitana Nord,76,Barcelona Metropolitana Nord,Dona,45 a 49,3,1,1
25,2024,17/06/2024,23/06/2024,79,Barcelona Ciutat,79,Barcelona Ciutat,Home,5 a 9,4,1,1
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,60 a 64,3,1,1
25,2024,17/06/2024,23/06/2024,62,Camp de Tarragona,62,Camp de Tarragona,Home,65 a 69,2,1,0
25,2024,17/06/2024,23/06/2024,64,Girona,64,Girona,Dona,10 a 14,3,1,0
25,2024,17/06/2024,23/06/2024,64,Girona,64,Girona,Dona,30 a 34,3,1,1
25,2024,17/06/2024,23/06/2024,75,Barcelona Metropolitana Sud,75,Barcelona Metropolitana Sud,Dona,25 a 29,3,1,0
